"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"Te Puni Kokiri"	"Maori Affairs"	8975	8975	"Rawa (Resources)"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	7,168	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9064	9064	"Treaty of Waitangi Touring Exhibition"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	530	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9555	9555	"Maori Trustee Functions"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,649	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9555	9555	"Maori Trustee Functions"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,421	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9555	9555	"Maori Trustee Functions"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	10,347	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9744	9742	"Whanau Integration, Innovation and Engagement"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,600	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9743	9742	"Service Delivery Capability"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	17,100	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9744	9742	"Whanau Integration, Innovation and Engagement"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	6,400	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9743	9742	"Service Delivery Capability"	"Non-Departmental Output Expenses"		"Heritage, Culture & Recreation"	28,200	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9745	9745	"Growing Maori Productivity and Export Growth"	"Non-Departmental Output Expenses"		"Other Economic"	1,000	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9745	9745	"Growing Maori Productivity and Export Growth"	"Non-Departmental Output Expenses"		"Other Economic"	1,000	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9747	9747	"Strengthening and Promoting Maori Tourism"	"Non-Departmental Output Expenses"		"Other Economic"	660	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9747	9747	"Strengthening and Promoting Maori Tourism"	"Non-Departmental Output Expenses"		"Other Economic"	1,660	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	480	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	478	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	478	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	478	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	480	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	624	624	"Rangatiratanga Grants"	"Benefits and Other Unrequited Expenses"		"Heritage, Culture & Recreation"	480	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	178	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	178	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	1,156	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	1,117	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	1,178	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	627	627	"Maori Wardens"	"Non-Departmental Other Expenses"		"Law & Order"	1,178	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	629	629	"NZ Maori Council"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	196	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	631	631	"Payments to Housing New Zealand Corporation"	"Non-Departmental Other Expenses"		"Housing and Community"	2	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	631	631	"Payments to Housing New Zealand Corporation"	"Non-Departmental Other Expenses"		"Housing and Community"	1	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	24	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	24	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	15	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	15	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	15	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	632	632	"Payments to Trust Boards"	"Non-Departmental Other Expenses"	"Permanent Legislative Authority"	"Heritage, Culture & Recreation"	15	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	5552	5552	"Maori Registration Service"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	626	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7599	7599	"Regional Tourism Organisations - Planning"	"Non-Departmental Other Expenses"		"Other Economic"	160	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7599	7599	"Regional Tourism Organisations - Planning"	"Non-Departmental Other Expenses"		"Other Economic"	160	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7599	7599	"Regional Tourism Organisations - Planning"	"Non-Departmental Other Expenses"		"Other Economic"	160	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7599	7599	"Regional Tourism Organisations - Planning"	"Non-Departmental Other Expenses"		"Other Economic"	160	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	7774	7774	"Te Putahi Paoho"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	131	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8857	8857	"Provision for Maori Trustee Debt"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	4,741	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8857	8857	"Provision for Maori Trustee Debt"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	6,102	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8857	8857	"Provision for Maori Trustee Debt"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	8,864	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8882	8882	"Maori Women’s Development Fund"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,867	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8883	8883	"Beyond Hui Taumata"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,909	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8883	8883	"Beyond Hui Taumata"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,000	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8883	8883	"Beyond Hui Taumata"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	1,000	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8934	8934	"Loss from Sale of Mauao Historic Reserve"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	50	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	8993	8993	"Orakei Act 1991"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9286	9286	"Te Ariki Trust"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	21	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9286	9286	"Te Ariki Trust"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	21	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9348	9348	"Re-erection of the Mataatua Whare"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	2,000	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9348	9348	"Re-erection of the Mataatua Whare"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	5,000	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9349	9349	"S460A Loans Write-off"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	156	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9350	9350	"Wharewaka - Wellington Waterfront Development"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	7,000	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9433	9433	"Sir Robert Mahuta Endowment Fund"	"Non-Departmental Other Expenses"		"Education"	20,000	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9551	9551	"Administrative expenses for Crown Land"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	13	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9551	9551	"Administrative expenses for Crown Land"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	33	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9551	9551	"Administrative expenses for Crown Land"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	49	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9551	9551	"Administrative expenses for Crown Land"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	49	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9554	9554	"Kaharau Land Transfer"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	600	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9556	9556	"Part 2 Loans Write-offs"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	3,342	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9557	9557	"Turanganui-a-Kiwa Capacity Building"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	500	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9557	9557	"Turanganui-a-Kiwa Capacity Building"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	500	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9557	9557	"Turanganui-a-Kiwa Capacity Building"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	500	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9746	9746	"Ngati Rarua and Atiawa Iwi Trust ex-gratia payment"	"Non-Departmental Other Expenses"		"Other"	5,000	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	10143	10143	"Te Waka"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	822	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	10233	10233	"Taumarunui Lease Compensation"	"Non-Departmental Other Expenses"		"Heritage, Culture & Recreation"	250	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	634	634	"Rural Lending"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	164	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	634	634	"Rural Lending"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	80	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	634	634	"Rural Lending"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	828	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9065	9065	"Promotion of the Maori Language"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	500	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9066	9066	"Administration of Maori Broadcasting"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	160	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9130	9130	"Maori Television Channel"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1,600	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9130	9130	"Maori Television Channel"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1,400	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9553	9553	"Kaharau Land Purchase"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	600	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9607	9607	"Maori Trustee Capital"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1,995	2010	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9607	9607	"Maori Trustee Capital"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	956	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9607	9607	"Maori Trustee Capital"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	300	2012	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9222	9222	"Te Puni Kokiri - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	533	2011	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	9222	9222	"Te Puni Kokiri - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	1,812	2012	"Main Estimates"	"A"
"Office of the Clerk of the House of Representatives"	"Office of the Clerk"	654	654	"Inter-Parliamentary Relations"	"Departmental Output Expenses"		"Core Government Services"	1,143	2007	"Actuals"	"A"
"Office of the Clerk of the House of Representatives"	"Office of the Clerk"	654	654	"Inter-Parliamentary Relations"	"Departmental Output Expenses"		"Core Government Services"	2,711	2008	"Actuals"	"A"
"Office of the Clerk of the House of Representatives"	"Office of the Clerk"	654	654	"Inter-Parliamentary Relations"	"Departmental Output Expenses"		"Core Government Services"	989	2009	"Actuals"	"A"
