Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
Te Puni Kokiri,Maori Affairs,7685,7685,Maori Radio Broadcasting,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,744",2014,Main Estimates,A,Promotion of Maori language and Maori culture through radio broadcasting.
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,122",2009,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","6,502",2010,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","8,284",2011,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,543",2012,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,872",2013,Estimated Actual,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8973,8973,Matauranga (Knowledge),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,668",2014,Main Estimates,A,"Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","8,065",2009,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","6,899",2010,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","6,779",2011,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,157",2012,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","2,597",2013,Estimated Actual,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8974,8974,Whakamana (Leadership),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,894",2014,Main Estimates,A,"Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,092",2009,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,443",2010,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,986",2011,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","6,918",2012,Actuals,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","5,551",2013,Estimated Actual,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,8975,8975,Rawa (Resources),Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","4,648",2014,Main Estimates,A,"Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
Te Puni Kokiri,Maori Affairs,9555,9555,Maori Trustee Functions,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,649",2010,Actuals,A,This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee.
Te Puni Kokiri,Maori Affairs,9555,9555,Maori Trustee Functions,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,421",2011,Actuals,A,This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee.
Te Puni Kokiri,Maori Affairs,9555,9555,Maori Trustee Functions,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,347",2012,Actuals,A,This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee.
Te Puni Kokiri,Maori Affairs,9555,9555,Maori Trustee Functions,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,347",2013,Estimated Actual,A,This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee.
Te Puni Kokiri,Maori Affairs,9555,9555,Maori Trustee Functions,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","10,347",2014,Main Estimates,A,This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee.
Te Puni Kokiri,Maori Affairs,9744,9742,"Whanau Integration, Innovation and Engagement",Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","4,916",2011,Actuals,A,"This output class is limited to support for providers to develop whanau integration, innovation and engagement."
Te Puni Kokiri,Maori Affairs,9743,9742,Service Delivery Capability,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,137",2011,Actuals,A,This output class is limited to support for providers to develop whanau ora service delivery capability.
Te Puni Kokiri,Maori Affairs,9744,9742,"Whanau Integration, Innovation and Engagement",Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","7,671",2012,Actuals,A,"This output class is limited to support for providers to develop whanau integration, innovation and engagement."
Te Puni Kokiri,Maori Affairs,9743,9742,Service Delivery Capability,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","13,516",2012,Actuals,A,This output class is limited to support for providers to develop whanau ora service delivery capability.
Te Puni Kokiri,Maori Affairs,9743,9742,Service Delivery Capability,Non-Departmental Output Expenses,,"Heritage, Culture & Recreation","22,480",2013,Estimated Actual,A,This output class is limited to support for providers to develop whanau ora service delivery capability.
