"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	408725	2009	"Actuals"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	424763	2010	"Actuals"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	457370	2011	"Estimated Actual"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
"New Zealand Police"	"Police"	7452	7452	"Police Primary Response Management"	"Departmental Output Expenses"		"Law & Order"	445710	2012	"Main Estimates"	"A"	"Communication Centres providing advice and information to callers, dispatching response vehicles to calls for assistance and the initial attendance at incidents and emergencies."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	93970	2007	"Actuals"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	90573	2008	"Actuals"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	98894	2009	"Actuals"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	104868	2010	"Actuals"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	111109	2011	"Estimated Actual"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8575	8575	"General Crime Prevention Services"	"Departmental Output Expenses"		"Law & Order"	111792	2012	"Main Estimates"	"A"	"Delivery of services to the community, to help prevent crime including: providing advice to reduce the risk of personal harm and increase the security of property; youth focused crime prevention and community safety services; vetting services for other agencies; firearms licensing; and dealing with lost and found property."
"New Zealand Police"	"Police"	8576	8576	"Specific Crime Prevention Services and Maintenance of Public Order"	"Departmental Output Expenses"		"Law & Order"	95790	2007	"Actuals"	"A"	"Delivery of specific crime prevention activities undertaken by Police that target risk areas, including: strategies which focus on reducing repeat victimisation for violence, burglary and vehicle offences; maintaining order at demonstrations and public events; providing security to court staff, witnesses and accused persons; providing security services at domestic airports and for international flights; deploying staff overseas; providing secretarial support to the Pacific Islands Chiefs of Police; and proactive patrolling."
"New Zealand Police"	"Police"	8576	8576	"Specific Crime Prevention Services and Maintenance of Public Order"	"Departmental Output Expenses"		"Law & Order"	90718	2008	"Actuals"	"A"	"Delivery of specific crime prevention activities undertaken by Police that target risk areas, including: strategies which focus on reducing repeat victimisation for violence, burglary and vehicle offences; maintaining order at demonstrations and public events; providing security to court staff, witnesses and accused persons; providing security services at domestic airports and for international flights; deploying staff overseas; providing secretarial support to the Pacific Islands Chiefs of Police; and proactive patrolling."
"New Zealand Police"	"Police"	8576	8576	"Specific Crime Prevention Services and Maintenance of Public Order"	"Departmental Output Expenses"		"Law & Order"	99383	2009	"Actuals"	"A"	"Delivery of specific crime prevention activities undertaken by Police that target risk areas, including: strategies which focus on reducing repeat victimisation for violence, burglary and vehicle offences; maintaining order at demonstrations and public events; providing security to court staff, witnesses and accused persons; providing security services at domestic airports and for international flights; deploying staff overseas; providing secretarial support to the Pacific Islands Chiefs of Police; and proactive patrolling."
"New Zealand Police"	"Police"	8576	8576	"Specific Crime Prevention Services and Maintenance of Public Order"	"Departmental Output Expenses"		"Law & Order"	99506	2010	"Actuals"	"A"	"Delivery of specific crime prevention activities undertaken by Police that target risk areas, including: strategies which focus on reducing repeat victimisation for violence, burglary and vehicle offences; maintaining order at demonstrations and public events; providing security to court staff, witnesses and accused persons; providing security services at domestic airports and for international flights; deploying staff overseas; providing secretarial support to the Pacific Islands Chiefs of Police; and proactive patrolling."
